AÅŸÄ±labilir Engel Seviyesi,Aşılabilir Engel Seviyesi,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,GÃ¼Ã§ (Watt),Güç (Watt),HaritalandÄ±rma,Haritalandırma,Hazne Kapasitesi,Ses Seviyesi,Uygulama Ãœzerinden Kontrol,Uygulama Üzerinden Kontrol,Yer Silme Ã–zelliÄŸi,Yer Silme Özelliği,Ã–zellik,Ã‡alÄ±ÅŸma Modu SayÄ±sÄ±,ÅžarjlÄ± KullanÄ±m SÃ¼resi,Çalışma Modu Sayısı,Özellik,Şarjlı Kullanım Süresi,url,price
,4+ cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,31 Dba - 40 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//karcher/rcv-3-icin-silme-bezi-p-765321808?boutiqueId=61&merchantId=130672,389 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/premium-7000-seris-islak-ve-kuru-robot-supurge-p-762679146?boutiqueId=61&merchantId=409995,27.650 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/avantajli-7000-seris-islak-ve-kuru-robot-supurge-p-762676477?boutiqueId=61&merchantId=409995,28.650 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/7000-seris-islak-ve-kuru-robot-supurge-p-762673738?boutiqueId=61&merchantId=409995,26.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/ozel-seri-3000-serisi-aqua-robot-supurge-beyaz-p-762670716?boutiqueId=61&merchantId=409995,22.299 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//philips/siyah-islak-kuru-ozellikli-ozel-seri-robot-supurge-p-762372657?boutiqueId=61&merchantId=409995,22.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//philips/islak-kuru-ozellikli-robot-supurge-p-762372339?boutiqueId=61&merchantId=409995,23.499 TL
,3 cm,,2 Yıl,Resmi Distribütör Garantili,,2201 - 2400 Watt,,Yok,0-250 L,71 Dba - 80 Dba,,Yok,,Var,,,,1,Sulu,120 dk ve üzeri,https://www.trendyol.com//karcher/nt-70-2-me-classic-islak-kuru-elektrikli-supurge-2300w-p-741587951?boutiqueId=61&merchantId=223051,14.950 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,1501 - 2000 Watt,,Jiroskop (SLAM /ESLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,120 dk ve üzeri,https://www.trendyol.com//viomi/v5-akilli-robot-supurge-p-748667477?boutiqueId=61&merchantId=845017,7.499 TL
,2 cm,,2 Yıl,İthalatçı Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,,,120 dk ve üzeri,https://www.trendyol.com//philips/islak-ve-kuru-temizlik-robotu-5200-mah-li-ion-pil-5000-pa-emis-gucu-homerun-7000-xu7000-01-p-753326507?boutiqueId=61&merchantId=530549,23.529 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,71 Dba - 80 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//grundig/toz-bosaltma-sistemli-robot-supurge-airfryer-az-yagli-pisirici-p-650593851?boutiqueId=61&merchantId=197550,28.599 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Yok,250-500 L,61 Dba - 70 Dba,,Var,,Yok,,,,2,Robot,60 - 120 dk,https://www.trendyol.com//go-aksesuar/fakir-robert-ii-rs-710-robot-supurge-p-181294225?boutiqueId=61&merchantId=380704,8.250 TL
,1 cm,,2 Yıl,Resmi Distribütör Garantili,,1501 - 2000 Watt,,Lazer (LIDAR + SLAM),250-500 L,71 Dba - 80 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//viomi/vacuum-cleaner-lazer-sensor-robot-supurge-ve-paspas-p-754770500?boutiqueId=61&merchantId=409995,12.499 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,500-1500 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//viomi/pro-robot-supurge-beyaz-1-yil-ek-garanti-hediye-p-650123423?boutiqueId=61&merchantId=197550,16.599 TL
,,,3 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),,71 Dba - 80 Dba,,,,,,,,,Robot,,https://www.trendyol.com//viomi/s9-robot-vacuum-cleaner-akilli-robot-supurge-siyah-garantili-p-105270741?boutiqueId=61&merchantId=480591,12.399 TL
,,,2 Yıl,İthalatçı Garantili,,500-1500 Watt,,Lazer (LIDAR + SLAM),,71 Dba - 80 Dba,,,,,,,,,,,https://www.trendyol.com//viomi/robot-vacuum-s9-s9-robot-vacuum-cleaner-akilli-robot-supurge-p-101765529?boutiqueId=61&merchantId=449692,12.588 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),500-1000 L,41 Dba - 50 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//ttec/navi-pro-otomatik-toz-bosaltma-sistemli-japon-fircasiz-motorlu-akilli-robot-supurge-ve-paspas-p-366701839?boutiqueId=61&merchantId=148775,13.000 TL
,1 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Yok,0-250 L,61 Dba - 70 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//smartmi/cleanbot-cam-temizleme-robotu-p-411984519?boutiqueId=61&merchantId=539952,9.990 TL
,1 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Yok,0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,1,Robot,120 dk ve üzeri,https://www.trendyol.com//moby/bilicra-akilli-robot-supurge-p-378070358?boutiqueId=61&merchantId=123425,12.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,1501 - 2000 Watt,,Lazer (LIDAR + SLAM),250-500 L,31 Dba - 40 Dba,,Var,,Var,,,,3+,Robot,,https://www.trendyol.com//philips/vp-yeni-seri-3000-serisi-islak-kuru-moplu-istasyonlu-robot-supurge-4000-pasert-zemin-ve-haliya-uygun-p-780928597?boutiqueId=61&merchantId=455417,"28.544,10 TL"
,1 cm,,2 Yıl,Resmi Distribütör Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),250-500 L,5 Dba - 10 Dba,,Var,,Var,,,,,Robot,60 - 120 dk,https://www.trendyol.com//arcelik/robot-p-665201009?boutiqueId=61&merchantId=614180,"25.799,99 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//beko/robot-supurge-p-729668688?boutiqueId=61&merchantId=816885,13.149 TL
,1 cm,,2 Yıl,İthalatçı Garantili,,2000 W ve altı,,Jiroskop (SLAM /ESLAM),250-500 L,71 Dba - 80 Dba,,Yok,,Yok,,,,,,60 - 120 dk,https://www.trendyol.com//enther/robot-elektrikli-supurge-gyro-navigasyonlu-robot-supurge-2600mah-120-dk-calisma-p-770365887?boutiqueId=61&merchantId=262598,11.857 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747582?boutiqueId=61&merchantId=409995,"31.299,99 TL"
,3 cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777742333?boutiqueId=61&merchantId=409995,"33.399,99 TL"
,2 cm,,2 Yıl,İthalatçı Garantili,,1501 - 2000 Watt,,Kamera (VSLAM + SLAM),0-250 L,71 Dba - 80 Dba,,Var,,Var,,,,2,Robot,30 - 60 dk,https://www.trendyol.com//arcelik/imperium-robo-3-0-robot-supurge-premium-wi-fi-baglantisi-p-773322732?boutiqueId=61&merchantId=409995,28.999 TL
,1 cm,,2 Yıl,İthalatçı Garantili,,1501 - 2000 Watt,,Kamera (VSLAM + SLAM),0-250 L,51 Dba - 60 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//lefant/robot-vacuum-supurge-yeni-model-2023-p-769962357?boutiqueId=61&merchantId=610757,10.000 TL
,3 cm,,2 Yıl,,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//easytekno/karcher-rcv-5-robot-supurge-p-731103294?boutiqueId=61&merchantId=128165,20.499 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,1001 - 1500 Watt,,Lazer (LIDAR + SLAM),500-1000 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//tcl/sweeva-6500m-mop-rob-supurge-dustbox-0002017853001-p-771027263?boutiqueId=61&merchantId=484281,10.130 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-robot-supurge-4000-pa-ultra-emis-gucu-premium-200dk-pil-suresi-p-766830775?boutiqueId=61&merchantId=197550,19.999 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Jiroskop (SLAM /ESLAM),0-250 L,31 Dba - 40 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//tp-link/tapo-rv30-lidar-navigasyonlu-robot-supurge-p-744751901?boutiqueId=61&merchantId=118442,9.199 TL
,1 cm,,2 Yıl,,,1501 - 2000 Watt,,Yok,250-500 L,31 Dba - 40 Dba,,Yok,,Yok,,,,,,,https://www.trendyol.com//charge/1x-robot-servo-25kg-rds3225-uyumlu-metal-disli-p-737173865?boutiqueId=61&merchantId=567458,"1.079,99 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Yok,,,,3+,Robot,,https://www.trendyol.com//tcl/sweeva-6000-siyah-robot-supurge-turkiye-garantili-p-462983958?boutiqueId=61&merchantId=825144,7.499 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Jiroskop (SLAM /ESLAM),250-500 L,31 Dba - 40 Dba,,Var,,Var,,,,2,Robot,120 dk ve üzeri,https://www.trendyol.com//arcelik/rs-9121-robot-supurge-siyah-p-761238231?boutiqueId=61&merchantId=797411,15.000 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/homerun-aqua-serisi-premium-3-u-1-arada-islak-kuru-ve-moplu-ultra-yuksek-emis-gucu-robot-supurge-p-786087485?boutiqueId=61&merchantId=825207,36.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/aqua-yeni-seri-premium-3-u-1-arada-islak-kuru-ve-moplu-ultra-yuksek-emis-gucu-robot-supurge-p-786082760?boutiqueId=61&merchantId=825207,36.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/homerun-3000-serisi-3-u-1-arada-islak-kuru-ve-moplu-4000pa-ultra-yuksek-emis-gucu-robot-supurge-p-786063145?boutiqueId=61&merchantId=825207,36.999 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/homerun-3000-yeni-serisi-3-u-1-arada-islak-kuru-ve-moplu-ultra-yuksek-emis-gucu-robot-supurge-p-786026673?boutiqueId=61&merchantId=825207,36.999 TL
,2 cm,,3 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//grundig/haritalamali-mop-ozellikli-akilli-robot-supurge-2-1-yil-garanti-p-236645042?boutiqueId=61&merchantId=455417,"16.544,11 TL"
,4+ cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//realme/techlife-robot-mop-vacuum-supurge-p-276027265?boutiqueId=61&merchantId=121475,11.999 TL
,,,2 Yıl,İthalatçı Garantili,,3000 W,,,,51 Dba - 60 Dba,,,,,,,,,Toz Torbalı,,https://www.trendyol.com//redline/robored-g2-akilli-robot-supurge-p-121348611?boutiqueId=61&merchantId=460760,6.990 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/7000-seris-islak-ve-kuru-robot-supurge-p-762675020?boutiqueId=61&merchantId=409995,26.899 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,41 Dba - 50 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//easytekno/xiaomi-mi-robot-vacuum-s10t-8000pa-akilli-robot-supurge-p-731102720?boutiqueId=61&merchantId=757843,15.750 TL
,1 cm,,2 Yıl,,,1501 - 2200 Watt,,Lazer (LIDAR + SLAM),0-250 L,71 Dba - 80 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//yeedi/vac-station-akilli-cop-istasyonlu-robot-vacuum-mop-supurge-p-283379937?boutiqueId=61&merchantId=866034,17.499 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),500-1000 L,41 Dba - 50 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//robogil/stella-500b-yeni-nesil-robot-supurge-ve-robot-paspas-p-176278078?boutiqueId=61&merchantId=140281,9.999 TL
1 cm,,2 YÄ±l,,Resmi DistribÃ¼tÃ¶r Garantili,0 - 250 Watt,,Yok,,0-250 L,61 Dba - 70 Dba,Var,,Yok,,Robot,,,,,,https://www.trendyol.com//hobot/298-cam-temizleme-fayans-silme-robotu-ultrasonik-sprey-telefon-ve-uzaktan-kumanda-ile-kontrol-p-77353983?boutiqueId=61&merchantId=167560,"17.999,99 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,499-250 Watt,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//philips/homerun-sezgisel-kullanim-ultra-yuksek-emis-gucu-3000-serisi-yeni-aqua-akilli-robot-supurge-p-785307376?boutiqueId=61&merchantId=881452,21.799 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747421?boutiqueId=61&merchantId=409995,32.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772856403?boutiqueId=61&merchantId=409995,27.999 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//philips/3000-series-aqua-islak-kuru-ozellikli-ozel-seri-robot-supurge-p-762372801?boutiqueId=61&merchantId=409995,22.199 TL
,,,2 Yıl,Resmi Distribütör Garantili,,1501 - 2200 Watt,,,,71 Dba - 80 Dba,,,,,,,,,Robot,,https://www.trendyol.com//thomas/twin-t2-aquafilter-temizlik-robotu-p-48514569?boutiqueId=61&merchantId=140111,49.980 TL
,1 cm,,2 Yıl,İthalatçı Garantili,,0 - 250 Watt,,Yok,500-1000 L,51 Dba - 60 Dba,,Var,,Yok,,,,3+,,120 dk ve üzeri,https://www.trendyol.com//tcl/sweeva-2000-kit-p-381474139?boutiqueId=61&merchantId=786505,1.390 TL
1 cm,,2 YÄ±l,,Ä°thalatÃ§Ä± Garantili,0 - 250 Watt,,Yok,,0-250 L,31 Dba - 40 Dba,Var,,Yok,,Sulu,1,0 - 30 dk,,,,https://www.trendyol.com//hutt/w66-su-hazneli-cam-temizleme-robotu-p-309734207?boutiqueId=61&merchantId=231861,24.995 TL
2 cm,,2 YÄ±l,,Resmi DistribÃ¼tÃ¶r Garantili,700-1000 Watt,,Lazer (LIDAR + SLAM),,500-1000 L,71 Dba - 80 Dba,Var,,Var,,Robot,3+,120 dk ve Ã¼zeri,,,,https://www.trendyol.com//viomi/s9-robot-vacuum-cleaner-akilli-robot-supurge-siyah-p-109539477?boutiqueId=61&merchantId=480591,12.750 TL
,2 cm,,3 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//lura/wipe-n-clean-akilli-cop-istasyonlu-robot-supurge-p-217115584?boutiqueId=61&merchantId=528101,15.750 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,31 Dba - 40 Dba,,Var,,Yok,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//botslab/360-s10-vacuum-mop-cleaner-akilli-robot-supurge-p-713078935?boutiqueId=61&merchantId=201140,"12.717,58 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Yok,250-500 L,61 Dba - 70 Dba,,Yok,,Yok,,,,,Robot,60 - 120 dk,https://www.trendyol.com//irobat/akilli-temizlik-robotu-p-2701451?boutiqueId=61&merchantId=112997,5.999 TL
,,,2 Yıl,Resmi Distribütör Garantili,,2400 W,,,,71 Dba - 80 Dba,,,,,,,,,Robot,,https://www.trendyol.com//umie/umie-ls5-max2200-vakumlu-6400mah-yuksek-emisli-akilli-robot-supurge-p-110395788?boutiqueId=61&merchantId=825144,11.500 TL
,3 cm,,2 Yıl,,,1001 - 1500 Watt,,Lazer (LIDAR + SLAM),500-1000 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//easytekno/tcl-sweeva-6500m-mop-rob-supurge-dustbox-p-731103333?boutiqueId=61&merchantId=428184,10.500 TL
,4+ cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857177?boutiqueId=61&merchantId=409995,"22.999,99 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,2401 Watt ve Üzeri,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/yeni-aqua-islak-kuru-ve-mop-ozellikli-ultra-emis-gucu-180dk-calisma-sureli-premium-robot-supurge-p-785232192?boutiqueId=61&merchantId=825207,34.999 TL
,3 cm,,2 Yıl,İthalatçı Garantili,,2001 Watt ve Üzeri,,Jiroskop (SLAM /ESLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,30 - 60 dk,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747541?boutiqueId=61&merchantId=409995,"31.799,99 TL"
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,1501 - 2000 Watt,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//philips/3000-serisi-islak-kuru-beyaz-istasyonlu-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-p-762923666?boutiqueId=61&merchantId=197550,19.999 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//icotech/f10-max-plus-robot-firca-p-780367650?boutiqueId=61&merchantId=851340,299 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//icotech/f10-max-plus-4-lu-toz-torbasi-p-778944364?boutiqueId=61&merchantId=851340,399 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//icotech/f10-max-plus-robot-supurge-hepa-filtre-p-777664021?boutiqueId=61&merchantId=851340,299 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//icotech/f10-max-plus-2-li-standart-paspas-bezi-p-774457246?boutiqueId=61&merchantId=851340,299 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//icotech/f10-max-plus-2-li-titresimli-paspas-bezi-p-774454946?boutiqueId=61&merchantId=851340,299 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,61 Dba - 70 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//icotech/f10-max-plus-uyumlu-yan-firca-p-774452337?boutiqueId=61&merchantId=851340,199 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Yok,,,,,,,https://www.trendyol.com//tcl/sweeva-6000-siyah-robot-supurge-turkiye-garantili-p-745264742?boutiqueId=61&merchantId=428184,10.500 TL
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,90 Dba Üstü,,Var,,Yok,,,,,,,https://www.trendyol.com//luxell/fast-fryer-xl-fritoz-black-silver-5-5-litre-air-fryer-fastcook-colour-series-p-749691298?boutiqueId=61&merchantId=127066,2.609 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,61 Dba - 70 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//hiking/robot-supurge-p-736489163?boutiqueId=61&merchantId=487417,6.900 TL
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,90 Dba Üstü,,Var,,Yok,,,,,,,https://www.trendyol.com//luxell/fastfryer-xl-5-5-litre-yagsiz-fritoz-airfryer-p-720163955?boutiqueId=61&merchantId=190996,3.501 TL
,1 cm,,2 Yıl,,,0 - 250 Watt,,Yok,0-250 L,90 Dba Üstü,,Var,,Yok,,,,,,,https://www.trendyol.com//luxell/fast-fryer-xl-fritoz-black-rose-5-5-litre-air-fryer-fastcook-colour-series-p-720152568?boutiqueId=61&merchantId=127066,2.609 TL
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,71 Dba - 80 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//asimoglu/fantom-galaxy-xy38-robot-supurge-beyaz-p-310899783?boutiqueId=61&merchantId=287746,"12.997,85 TL"
,2 cm,,2 Yıl,,,0 - 250 Watt,,Lazer (LIDAR + SLAM),0-250 L,71 Dba - 80 Dba,,Var,,Var,,,,,,,https://www.trendyol.com//asimoglu/fantom-galaxy-xy38-robot-supurge-p-259145198?boutiqueId=61&merchantId=246648,"14.205,79 TL"
,2 cm,,2 Yıl,İthalatçı Garantili,,2201 - 2400 Watt,,Jiroskop (SLAM /ESLAM),250-500 L,51 Dba - 60 Dba,,Var,,Yok,,,,2,Robot,60 - 120 dk,https://www.trendyol.com//redline/robored-g1-robot-supurge-p-123395161?boutiqueId=61&merchantId=417178,6.000 TL
,2 cm,,2 Yıl,İthalatçı Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,51 Dba - 60 Dba,,Var,,Var,,,,3+,Robot,120 dk ve üzeri,https://www.trendyol.com//redline/robored-g2-akilli-robot-supurge-ates-olcer-hediyeli-p-118986232?boutiqueId=61&merchantId=417178,7.793 TL
,2 cm,,2 Yıl,Resmi Distribütör Garantili,,0 - 250 Watt,,Lazer (LIDAR + SLAM),250-500 L,41 Dba - 50 Dba,,Var,,Var,,,,3+,Robot,60 - 120 dk,https://www.trendyol.com//hobot/legee-688-supurge-paspas-4-u-1-arada-p-72450016?boutiqueId=61&merchantId=167560,"8.999,99 TL"
,2 cm,,2 Yıl,İthalatçı Garantili,,2000 W ve altı,,Lazer (LIDAR + SLAM),0-250 L,51 Dba - 60 Dba,,Var,,Yok,,,,3+,,60 - 120 dk,https://www.trendyol.com//vactidy/nimble-t6-robot-supurge-2000pa-guclu-emis-otomatik-kendiliginden-sarj-uygulamali-p-782356463?boutiqueId=61&merchantId=262598,11.468 TL
